Date,Description,Category,Amount,Type,User
2024-02-18 00:00:00,Maintenance,Other,442.0,Income,Mitul
2024-02-18 00:00:00,Monthly bill,Bills,3080.0,Expense,Mitul
2024-02-18 00:00:00,Doctor visit,Healthcare,4904.0,Income,Mitul
2024-02-18 00:00:00,Online course,Education,4819.0,Expense,Mitul
2024-02-18 00:00:00,Doctor visit,Healthcare,2317.0,Expense,Mitul
2024-02-18 00:00:00,Movie,Entertainment,2879.0,Expense,Mitul
2024-02-18 00:00:00,Movie,Entertainment,1177.0,Expense,Mitul
2024-02-18 00:00:00,Movie,Entertainment,3954.0,Expense,Mitul
2024-02-19 00:00:00,Maintenance,Other,2089.0,Expense,Mitul
2024-02-19 00:00:00,Doctor visit,Healthcare,1411.0,Expense,Mitul
2024-02-19 00:00:00,Insurance premium,Rent,1954.0,Expense,Mitul
2024-02-19 00:00:00,New clothes,Shopping,4230.0,Expense,Mitul
2024-02-19 00:00:00,Monthly bill,Bills,4993.0,Expense,Mitul
2024-02-19 00:00:00,New clothes,Shopping,2445.0,Expense,Mitul
2024-02-19 00:00:00,Maintenance,Other,2566.0,Expense,Mitul
2024-02-19 00:00:00,Bought items,Other,4562.0,Income,Mitul
2024-02-19 00:00:00,Snacks,Other,1920.0,Income,Mitul
2024-02-19 00:00:00,Maintenance,Other,2280.0,Expense,Mitul
2024-02-19 00:00:00,Monthly bill,Bills,4790.0,Expense,Mitul
2024-02-19 00:00:00,Bought items,Other,741.0,Expense,Mitul
2024-02-19 00:00:00,Maintenance,Other,2588.0,Expense,Mitul
2024-02-19 00:00:00,Maintenance,Other,4704.0,Expense,Mitul
2024-02-19 00:00:00,Online course,Education,3464.0,Income,Mitul
2024-02-19 00:00:00,Movie,Entertainment,1329.0,Expense,Mitul
2024-02-19 00:00:00,Bus fare,Transport,3480.0,Income,Mitul
2024-02-19 00:00:00,Doctor visit,Healthcare,4142.0,Expense,Mitul
2024-02-19 00:00:00,Insurance premium,Rent,4654.0,Expense,Mitul
2024-02-19 00:00:00,New clothes,Shopping,4937.0,Expense,Mitul
2024-02-19 00:00:00,Monthly bill,Bills,1546.0,Expense,Mitul
2024-02-19 00:00:00,Monthly bill,Bills,2603.0,Expense,Mitul
2024-02-19 00:00:00,Insurance premium,Rent,1749.0,Income,Mitul
2024-02-19 00:00:00,New clothes,Shopping,4803.0,Expense,Mitul
2024-02-19 00:00:00,Online course,Education,166.0,Expense,Mitul
2024-02-19 00:00:00,Maintenance,Other,4242.0,Expense,Mitul
2024-02-19 00:00:00,New clothes,Shopping,3967.0,Expense,Mitul
2024-02-19 00:00:00,Doctor visit,Healthcare,1811.0,Expense,Mitul
2024-02-19 00:00:00,Movie,Entertainment,2258.0,Expense,Mitul
2024-02-19 00:00:00,Snacks,Other,2333.0,Income,Mitul
2024-02-19 00:00:00,Monthly bill,Bills,4410.0,Expense,Mitul
2024-02-19 00:00:00,Doctor visit,Healthcare,1825.0,Expense,Mitul
2024-02-19 00:00:00,Bought items,Other,3121.0,Income,Mitul
2024-02-19 00:00:00,Online course,Education,3751.0,Expense,Mitul
2024-02-19 00:00:00,Movie,Entertainment,3773.0,Expense,Mitul
2024-02-19 00:00:00,Snacks,Other,1335.0,Expense,Mitul
2024-02-19 00:00:00,Doctor visit,Healthcare,4687.0,Expense,Mitul
2024-02-19 00:00:00,New clothes,Shopping,2414.0,Expense,Mitul
2024-02-19 00:00:00,Movie,Entertainment,356.0,Expense,Mitul
2024-02-19 00:00:00,New clothes,Shopping,290.0,Expense,Mitul
2024-02-19 00:00:00,Online course,Education,3362.0,Expense,Mitul
2024-02-19 00:00:00,Insurance premium,Rent,2006.0,Expense,Mitul
2024-02-19 00:00:00,Monthly bill,Bills,658.0,Expense,Mitul
2024-02-19 00:00:00,Bought items,Other,190.0,Expense,Mitul
2024-02-19 00:00:00,New clothes,Shopping,2859.0,Income,Mitul
2024-02-20 00:00:00,Movie,Entertainment,849.0,Expense,Mitul
2024-02-20 00:00:00,Monthly bill,Bills,3301.0,Income,Mitul
2024-02-20 00:00:00,Insurance premium,Rent,120.0,Expense,Mitul
2024-02-20 00:00:00,New clothes,Shopping,463.0,Expense,Mitul
2024-02-20 00:00:00,New clothes,Shopping,2026.0,Expense,Mitul
2024-02-20 00:00:00,Online course,Education,3305.0,Expense,Mitul
2024-02-20 00:00:00,New clothes,Shopping,1961.0,Income,Mitul
2024-02-20 00:00:00,Bought items,Other,2602.0,Expense,Mitul
2024-02-20 00:00:00,Online course,Education,2853.0,Expense,Mitul
2024-02-20 00:00:00,Doctor visit,Healthcare,867.0,Expense,Mitul
2024-02-20 00:00:00,Bus fare,Transport,4869.0,Expense,Mitul
2024-02-20 00:00:00,Doctor visit,Healthcare,2090.0,Expense,Mitul
2024-02-20 00:00:00,Bus fare,Transport,4998.0,Income,Mitul
2024-02-20 00:00:00,Insurance premium,Rent,4086.0,Income,Mitul
2024-02-20 00:00:00,Doctor visit,Healthcare,4491.0,Expense,Mitul
2024-02-20 00:00:00,Bought items,Other,4813.0,Expense,Mitul
2024-02-20 00:00:00,Insurance premium,Rent,1582.0,Expense,Mitul
2024-02-20 00:00:00,Snacks,Other,4074.0,Income,Mitul
2024-02-20 00:00:00,Movie,Entertainment,3753.0,Expense,Mitul
2024-02-20 00:00:00,Monthly bill,Bills,665.0,Expense,Mitul
2024-02-20 00:00:00,Bus fare,Transport,4070.0,Expense,Mitul
2024-02-20 00:00:00,Snacks,Other,3074.0,Expense,Mitul
2024-02-20 00:00:00,Online course,Education,4973.0,Expense,Mitul
2024-02-20 00:00:00,Bus fare,Transport,4758.0,Expense,Mitul
2024-02-20 00:00:00,New clothes,Shopping,2658.0,Expense,Mitul
2024-02-20 00:00:00,New clothes,Shopping,2745.0,Expense,Mitul
2024-02-20 00:00:00,Snacks,Other,656.0,Expense,Mitul
2024-02-20 00:00:00,Online course,Education,4055.0,Expense,Mitul
2024-02-20 00:00:00,Snacks,Other,1461.0,Expense,Mitul
2024-02-20 00:00:00,Bus fare,Transport,1865.0,Expense,Mitul
2024-02-20 00:00:00,Monthly bill,Bills,543.0,Expense,Mitul
2024-02-20 00:00:00,Online course,Education,3623.0,Expense,Mitul
2024-02-20 00:00:00,Online course,Education,582.0,Expense,Mitul
2024-02-20 00:00:00,Doctor visit,Healthcare,4893.0,Expense,Mitul
2024-02-20 00:00:00,Insurance premium,Rent,2124.0,Expense,Mitul
2024-02-20 00:00:00,New clothes,Shopping,662.0,Expense,Mitul
2024-02-20 00:00:00,Monthly bill,Bills,1265.0,Income,Mitul
2024-02-20 00:00:00,Insurance premium,Rent,874.0,Expense,Mitul
2024-02-20 00:00:00,Insurance premium,Rent,3576.0,Expense,Mitul
2024-02-20 00:00:00,Monthly bill,Bills,589.0,Income,Mitul
2024-02-20 00:00:00,Doctor visit,Healthcare,1944.0,Expense,Mitul
2024-02-20 00:00:00,Snacks,Other,4390.0,Expense,Mitul
2024-02-20 00:00:00,Doctor visit,Healthcare,3538.0,Expense,Mitul
2024-02-20 00:00:00,Movie,Entertainment,1781.0,Expense,Mitul
2024-02-21 00:00:00,Snacks,Other,3288.0,Expense,Mitul
2024-02-21 00:00:00,Monthly bill,Bills,1650.0,Income,Mitul
2024-02-21 00:00:00,Snacks,Other,2497.0,Income,Mitul
2024-02-21 00:00:00,Movie,Entertainment,4269.0,Expense,Mitul
2024-02-21 00:00:00,Monthly bill,Bills,4520.0,Expense,Mitul
2024-02-21 00:00:00,Movie,Entertainment,3731.0,Expense,Mitul
2024-02-21 00:00:00,New clothes,Shopping,994.0,Income,Mitul
2024-02-21 00:00:00,Monthly bill,Bills,2032.0,Income,Mitul
2024-02-21 00:00:00,Insurance premium,Rent,509.0,Expense,Mitul
2024-02-21 00:00:00,Maintenance,Other,4543.0,Expense,Mitul
2024-02-21 00:00:00,Doctor visit,Healthcare,1357.0,Income,Mitul
2024-02-21 00:00:00,Doctor visit,Healthcare,1026.0,Expense,Mitul
2024-02-21 00:00:00,Bought items,Other,2569.0,Expense,Mitul
2024-02-21 00:00:00,Maintenance,Other,564.0,Expense,Mitul
2024-02-21 00:00:00,Doctor visit,Healthcare,1409.0,Expense,Mitul
2024-02-21 00:00:00,New clothes,Shopping,723.0,Expense,Mitul
2024-02-21 00:00:00,Maintenance,Other,4234.0,Expense,Mitul
2024-02-21 00:00:00,Maintenance,Other,2532.0,Expense,Mitul
2024-02-21 00:00:00,Movie,Entertainment,1285.0,Expense,Mitul
2024-02-21 00:00:00,Insurance premium,Rent,3061.0,Income,Mitul
2024-02-21 00:00:00,Doctor visit,Healthcare,3858.0,Expense,Mitul
2024-02-21 00:00:00,Bus fare,Transport,3019.0,Expense,Mitul
2024-02-21 00:00:00,Doctor visit,Healthcare,1336.0,Expense,Mitul
2024-02-21 00:00:00,Snacks,Other,3648.0,Income,Mitul
2024-02-21 00:00:00,Doctor visit,Healthcare,123.0,Expense,Mitul
2024-02-21 00:00:00,Movie,Entertainment,2285.0,Expense,Mitul
2024-02-21 00:00:00,Online course,Education,4078.0,Expense,Mitul
2024-02-21 00:00:00,Maintenance,Other,2733.0,Income,Mitul
2024-02-21 00:00:00,Insurance premium,Rent,985.0,Expense,Mitul
2024-02-21 00:00:00,Insurance premium,Rent,1794.0,Expense,Mitul
2024-02-21 00:00:00,Movie,Entertainment,1981.0,Expense,Mitul
2024-02-21 00:00:00,Bought items,Other,304.0,Expense,Mitul
2024-02-21 00:00:00,Monthly bill,Bills,4686.0,Expense,Mitul
2024-02-21 00:00:00,Snacks,Other,2888.0,Expense,Mitul
2024-02-21 00:00:00,Bus fare,Transport,2410.0,Expense,Mitul
2024-02-21 00:00:00,Movie,Entertainment,1667.0,Expense,Mitul
2024-02-21 00:00:00,Maintenance,Other,3380.0,Expense,Mitul
2024-02-21 00:00:00,Snacks,Other,2740.0,Income,Mitul
2024-02-21 00:00:00,Snacks,Other,2808.0,Expense,Mitul
2024-02-21 00:00:00,New clothes,Shopping,940.0,Expense,Mitul
2024-02-21 00:00:00,Insurance premium,Rent,2945.0,Expense,Mitul
2024-02-21 00:00:00,Insurance premium,Rent,1517.0,Expense,Mitul
2024-02-21 00:00:00,Bus fare,Transport,281.0,Income,Mitul
2024-02-21 00:00:00,New clothes,Shopping,2868.0,Expense,Mitul
2024-02-21 00:00:00,Maintenance,Other,709.0,Income,Mitul
2024-02-21 00:00:00,Snacks,Other,2410.0,Expense,Mitul
2024-02-21 00:00:00,Insurance premium,Rent,436.0,Expense,Mitul
2024-02-21 00:00:00,Bought items,Other,4853.0,Expense,Mitul
2024-02-21 00:00:00,Maintenance,Other,2730.0,Expense,Mitul
2024-02-21 00:00:00,Insurance premium,Rent,1104.0,Income,Mitul
2024-02-22 00:00:00,Snacks,Other,3536.0,Expense,Mitul
2024-02-22 00:00:00,Insurance premium,Rent,158.0,Expense,Mitul
2024-02-22 00:00:00,Bus fare,Transport,4264.0,Expense,Mitul
2024-02-22 00:00:00,Doctor visit,Healthcare,440.0,Expense,Mitul
2024-02-22 00:00:00,Online course,Education,1468.0,Expense,Mitul
2024-02-22 00:00:00,Bought items,Other,1284.0,Expense,Mitul
2024-02-22 00:00:00,Movie,Entertainment,312.0,Expense,Mitul
2024-02-22 00:00:00,Bought items,Other,3494.0,Income,Mitul
2024-02-22 00:00:00,Doctor visit,Healthcare,1019.0,Expense,Mitul
2024-02-22 00:00:00,Maintenance,Other,429.0,Expense,Mitul
2024-02-22 00:00:00,Bus fare,Transport,878.0,Income,Mitul
2024-02-22 00:00:00,Snacks,Other,1487.0,Expense,Mitul
2024-02-22 00:00:00,New clothes,Shopping,1219.0,Expense,Mitul
2024-02-22 00:00:00,Doctor visit,Healthcare,1018.0,Income,Mitul
2024-02-22 00:00:00,Maintenance,Other,125.0,Expense,Mitul
2024-02-22 00:00:00,Doctor visit,Healthcare,3137.0,Expense,Mitul
2024-02-22 00:00:00,Maintenance,Other,970.0,Expense,Mitul
2024-02-22 00:00:00,Online course,Education,1480.0,Expense,Mitul
2024-02-22 00:00:00,Doctor visit,Healthcare,1061.0,Expense,Mitul
2024-02-22 00:00:00,Monthly bill,Bills,3447.0,Expense,Mitul
2024-02-22 00:00:00,New clothes,Shopping,1496.0,Expense,Mitul
2024-02-22 00:00:00,Online course,Education,142.0,Expense,Mitul
2024-02-22 00:00:00,Monthly bill,Bills,2180.0,Expense,Mitul
2024-02-22 00:00:00,Monthly bill,Bills,4982.0,Income,Mitul
2024-02-22 00:00:00,Insurance premium,Rent,1730.0,Expense,Mitul
2024-02-22 00:00:00,Bus fare,Transport,3373.0,Income,Mitul
2024-02-22 00:00:00,Maintenance,Other,1096.0,Expense,Mitul
2024-02-22 00:00:00,Insurance premium,Rent,2903.0,Expense,Mitul
2024-02-22 00:00:00,Online course,Education,2686.0,Expense,Mitul
2024-02-22 00:00:00,Movie,Entertainment,896.0,Expense,Mitul
2024-02-22 00:00:00,Doctor visit,Healthcare,1348.0,Expense,Mitul
2024-02-22 00:00:00,Doctor visit,Healthcare,3031.0,Expense,Mitul
2024-02-22 00:00:00,Online course,Education,4421.0,Expense,Mitul
2024-02-22 00:00:00,Bus fare,Transport,1461.0,Expense,Mitul
2024-02-22 00:00:00,Snacks,Other,2187.0,Expense,Mitul
2024-02-22 00:00:00,Online course,Education,3230.0,Expense,Mitul
2024-02-22 00:00:00,Movie,Entertainment,4112.0,Expense,Mitul
2024-02-22 00:00:00,Movie,Entertainment,334.0,Expense,Mitul
2024-02-22 00:00:00,Doctor visit,Healthcare,4423.0,Expense,Mitul
2024-02-22 00:00:00,Bought items,Other,2900.0,Income,Mitul
2024-02-22 00:00:00,Maintenance,Other,1958.0,Expense,Mitul
2024-02-22 00:00:00,Monthly bill,Bills,2130.0,Expense,Mitul
2024-02-22 00:00:00,New clothes,Shopping,2000.0,Income,Mitul
2024-02-22 00:00:00,Online course,Education,1583.0,Expense,Mitul
2024-02-22 00:00:00,Insurance premium,Rent,2256.0,Expense,Mitul
2024-02-22 00:00:00,Online course,Education,2203.0,Expense,Mitul
2024-02-22 00:00:00,Maintenance,Other,1638.0,Expense,Mitul
2024-02-22 00:00:00,Snacks,Other,1594.0,Expense,Mitul
2024-02-22 00:00:00,New clothes,Shopping,2467.0,Expense,Mitul
2024-02-22 00:00:00,Monthly bill,Bills,592.0,Expense,Mitul
2024-02-22 00:00:00,Insurance premium,Rent,2882.0,Expense,Mitul
2024-02-22 00:00:00,Movie,Entertainment,294.0,Expense,Mitul
2024-02-22 00:00:00,Online course,Education,2900.0,Income,Mitul
2024-02-22 00:00:00,New clothes,Shopping,736.0,Expense,Mitul
2024-02-22 00:00:00,Bus fare,Transport,2624.0,Income,Mitul
2024-02-22 00:00:00,Insurance premium,Rent,2109.0,Expense,Mitul
2024-02-22 00:00:00,Doctor visit,Healthcare,2697.0,Expense,Mitul
2024-02-22 00:00:00,Movie,Entertainment,1151.0,Expense,Mitul
2024-02-22 00:00:00,Online course,Education,2906.0,Expense,Mitul
2024-02-22 00:00:00,Snacks,Other,3754.0,Expense,Mitul
2024-02-22 00:00:00,Monthly bill,Bills,4105.0,Expense,Mitul
2024-02-22 00:00:00,Online course,Education,2403.0,Expense,Mitul
2024-02-22 00:00:00,Bus fare,Transport,3629.0,Income,Mitul
2024-02-22 00:00:00,Bus fare,Transport,2684.0,Expense,Mitul
2024-02-22 00:00:00,Bus fare,Transport,3385.0,Expense,Mitul
2024-02-22 00:00:00,Bus fare,Transport,1087.0,Expense,Mitul
2024-02-23 00:00:00,Doctor visit,Healthcare,1312.0,Expense,Mitul
2024-02-23 00:00:00,Insurance premium,Rent,4749.0,Expense,Mitul
2024-02-23 00:00:00,Bus fare,Transport,2422.0,Expense,Mitul
2024-02-23 00:00:00,Maintenance,Other,468.0,Expense,Mitul
2024-02-23 00:00:00,Bus fare,Transport,4198.0,Expense,Mitul
2024-02-23 00:00:00,Doctor visit,Healthcare,160.0,Expense,Mitul
2024-02-23 00:00:00,Movie,Entertainment,2647.0,Expense,Mitul
2024-02-23 00:00:00,Online course,Education,2260.0,Expense,Mitul
2024-02-23 00:00:00,Movie,Entertainment,2847.0,Expense,Mitul
2024-02-23 00:00:00,Bought items,Other,2554.0,Expense,Mitul
2024-02-23 00:00:00,Snacks,Other,4628.0,Expense,Mitul
2024-02-23 00:00:00,Online course,Education,2377.0,Expense,Mitul
2024-02-23 00:00:00,Bought items,Other,160.0,Expense,Mitul
2024-02-23 00:00:00,New clothes,Shopping,200.0,Expense,Mitul
2024-02-23 00:00:00,Movie,Entertainment,3051.0,Expense,Mitul
2024-02-23 00:00:00,Monthly bill,Bills,1541.0,Expense,Mitul
2024-02-23 00:00:00,Doctor visit,Healthcare,1973.0,Income,Mitul
2024-02-23 00:00:00,Bought items,Other,832.0,Expense,Mitul
2024-02-23 00:00:00,New clothes,Shopping,4592.0,Expense,Mitul
2024-02-23 00:00:00,Bus fare,Transport,1573.0,Income,Mitul
2024-02-23 00:00:00,Online course,Education,2677.0,Expense,Mitul
2024-02-23 00:00:00,New clothes,Shopping,174.0,Income,Mitul
2024-02-23 00:00:00,New clothes,Shopping,4361.0,Expense,Mitul
2024-02-23 00:00:00,Monthly bill,Bills,700.0,Expense,Mitul
2024-02-23 00:00:00,New clothes,Shopping,2788.0,Expense,Mitul
2024-02-23 00:00:00,Bus fare,Transport,1505.0,Expense,Mitul
2024-02-23 00:00:00,Snacks,Other,2387.0,Expense,Mitul
2024-02-23 00:00:00,Doctor visit,Healthcare,1516.0,Income,Mitul
2024-02-23 00:00:00,Online course,Education,932.0,Expense,Mitul
2024-02-23 00:00:00,Bought items,Other,385.0,Expense,Mitul
2024-02-23 00:00:00,Movie,Entertainment,789.0,Expense,Mitul
2024-02-23 00:00:00,Maintenance,Other,4624.0,Expense,Mitul
2024-02-23 00:00:00,New clothes,Shopping,3604.0,Income,Mitul
2024-02-23 00:00:00,Snacks,Other,1476.0,Expense,Mitul
2024-02-23 00:00:00,Insurance premium,Rent,1645.0,Expense,Mitul
2024-02-23 00:00:00,Movie,Entertainment,1978.0,Income,Mitul
2024-02-23 00:00:00,New clothes,Shopping,3188.0,Expense,Mitul
2024-02-23 00:00:00,Online course,Education,476.0,Expense,Mitul
2024-02-23 00:00:00,Movie,Entertainment,1824.0,Expense,Mitul
2024-02-23 00:00:00,Insurance premium,Rent,948.0,Expense,Mitul
2024-02-23 00:00:00,Bought items,Other,4742.0,Expense,Mitul
2024-02-23 00:00:00,Online course,Education,1289.0,Expense,Mitul
2024-02-23 00:00:00,Insurance premium,Rent,4667.0,Expense,Mitul
2024-02-23 00:00:00,Bus fare,Transport,3024.0,Expense,Mitul
2024-02-23 00:00:00,Online course,Education,4168.0,Expense,Mitul
2024-02-23 00:00:00,Monthly bill,Bills,1924.0,Expense,Mitul
2024-02-23 00:00:00,Bought items,Other,3603.0,Expense,Mitul
2024-02-23 00:00:00,Bus fare,Transport,3002.0,Expense,Mitul
2024-02-23 00:00:00,Snacks,Other,4864.0,Expense,Mitul
2024-02-23 00:00:00,Bought items,Other,4565.0,Income,Mitul
2024-02-23 00:00:00,Online course,Education,4875.0,Expense,Mitul
2024-02-23 00:00:00,Monthly bill,Bills,2365.0,Expense,Mitul
2024-02-23 00:00:00,Snacks,Other,1400.0,Expense,Mitul
2024-02-23 00:00:00,Movie,Entertainment,2400.0,Expense,Mitul
2024-02-23 00:00:00,Bought items,Other,1149.0,Expense,Mitul
2024-02-23 00:00:00,New clothes,Shopping,2754.0,Expense,Mitul
2024-02-23 00:00:00,Movie,Entertainment,1251.0,Expense,Mitul
2024-02-23 00:00:00,New clothes,Shopping,766.0,Expense,Mitul
2024-02-23 00:00:00,Movie,Entertainment,3096.0,Expense,Mitul
2024-02-23 00:00:00,Bus fare,Transport,3334.0,Income,Mitul
2024-02-24 00:00:00,Monthly bill,Bills,3253.0,Expense,Mitul
2024-02-24 00:00:00,New clothes,Shopping,167.0,Expense,Mitul
2024-02-24 00:00:00,Maintenance,Other,4863.0,Expense,Mitul
2024-02-24 00:00:00,New clothes,Shopping,937.0,Income,Mitul
2024-02-24 00:00:00,Snacks,Other,3130.0,Expense,Mitul
2024-02-24 00:00:00,Insurance premium,Rent,2072.0,Expense,Mitul
2024-02-24 00:00:00,Snacks,Other,4172.0,Expense,Mitul
2024-02-24 00:00:00,Maintenance,Other,3127.0,Expense,Mitul
2024-02-24 00:00:00,Doctor visit,Healthcare,4358.0,Expense,Mitul
2024-02-24 00:00:00,Online course,Education,1947.0,Expense,Mitul
2024-02-24 00:00:00,Movie,Entertainment,4478.0,Expense,Mitul
2024-02-24 00:00:00,Snacks,Other,1874.0,Expense,Mitul
2024-02-24 00:00:00,Snacks,Other,2307.0,Income,Mitul
2024-02-24 00:00:00,Bus fare,Transport,2192.0,Expense,Mitul
2024-02-24 00:00:00,Maintenance,Other,2697.0,Expense,Mitul
2024-02-24 00:00:00,Online course,Education,4238.0,Expense,Mitul
2024-02-24 00:00:00,Monthly bill,Bills,2701.0,Expense,Mitul
2024-02-24 00:00:00,New clothes,Shopping,4661.0,Income,Mitul
2024-02-24 00:00:00,Movie,Entertainment,2995.0,Expense,Mitul
2024-02-24 00:00:00,New clothes,Shopping,1673.0,Expense,Mitul
2024-02-24 00:00:00,Maintenance,Other,2768.0,Expense,Mitul
2024-02-24 00:00:00,Movie,Entertainment,2335.0,Expense,Mitul
2024-02-24 00:00:00,Monthly bill,Bills,1587.0,Expense,Mitul
2024-02-24 00:00:00,Insurance premium,Rent,4205.0,Expense,Mitul
2024-02-24 00:00:00,Monthly bill,Bills,398.0,Expense,Mitul
2024-02-24 00:00:00,Doctor visit,Healthcare,3014.0,Expense,Mitul
2024-02-24 00:00:00,Doctor visit,Healthcare,2706.0,Income,Mitul
2024-02-24 00:00:00,Online course,Education,2540.0,Expense,Mitul
2024-02-24 00:00:00,Movie,Entertainment,1918.0,Expense,Mitul
2024-02-24 00:00:00,Snacks,Other,4025.0,Expense,Mitul
2024-02-24 00:00:00,Insurance premium,Rent,292.0,Expense,Mitul
2024-02-24 00:00:00,Doctor visit,Healthcare,398.0,Expense,Mitul
2024-02-24 00:00:00,Bought items,Other,595.0,Expense,Mitul
2024-02-24 00:00:00,Doctor visit,Healthcare,2760.0,Expense,Mitul
2024-02-24 00:00:00,Bus fare,Transport,3886.0,Expense,Mitul
2024-02-24 00:00:00,Monthly bill,Bills,4895.0,Expense,Mitul
2024-02-24 00:00:00,Monthly bill,Bills,3818.0,Income,Mitul
2024-02-24 00:00:00,Online course,Education,4935.0,Expense,Mitul
2024-02-24 00:00:00,Online course,Education,4698.0,Expense,Mitul
2024-02-24 00:00:00,Insurance premium,Rent,2521.0,Expense,Mitul
2024-02-24 00:00:00,New clothes,Shopping,744.0,Expense,Mitul
2024-02-24 00:00:00,Insurance premium,Rent,2280.0,Expense,Mitul
2024-02-24 00:00:00,Insurance premium,Rent,4592.0,Expense,Mitul
2024-02-24 00:00:00,Bus fare,Transport,1391.0,Expense,Mitul
2024-02-24 00:00:00,Bought items,Other,3041.0,Income,Mitul
2024-02-24 00:00:00,Snacks,Other,3436.0,Expense,Mitul
2024-02-24 00:00:00,Bus fare,Transport,245.0,Expense,Mitul
2024-02-24 00:00:00,Monthly bill,Bills,2695.0,Expense,Mitul
2024-02-24 00:00:00,Monthly bill,Bills,2353.0,Income,Mitul
2024-02-24 00:00:00,Monthly bill,Bills,1268.0,Expense,Mitul
2024-02-24 00:00:00,Maintenance,Other,1642.0,Expense,Mitul
2024-02-24 00:00:00,Bought items,Other,4209.0,Expense,Mitul
2024-02-24 00:00:00,Snacks,Other,1304.0,Expense,Mitul
2024-02-24 00:00:00,New clothes,Shopping,1853.0,Expense,Mitul
2024-02-24 00:00:00,Online course,Education,3711.0,Expense,Mitul
2024-02-24 00:00:00,Snacks,Other,3953.0,Expense,Mitul
2024-02-24 00:00:00,Maintenance,Other,1180.0,Expense,Mitul
2024-02-25 00:00:00,Online course,Education,4114.0,Expense,Mitul
2024-02-25 00:00:00,Bus fare,Transport,2368.0,Expense,Mitul
2024-02-25 00:00:00,Maintenance,Other,2737.0,Expense,Mitul
2024-02-25 00:00:00,Bus fare,Transport,2820.0,Expense,Mitul
2024-02-25 00:00:00,New clothes,Shopping,4607.0,Expense,Mitul
2024-02-25 00:00:00,Bus fare,Transport,1737.0,Income,Mitul
2024-02-25 00:00:00,Monthly bill,Bills,3583.0,Expense,Mitul
2024-02-25 00:00:00,Bought items,Other,4665.0,Expense,Mitul
2024-02-25 00:00:00,Monthly bill,Bills,3321.0,Expense,Mitul
2024-02-25 00:00:00,Bus fare,Transport,133.0,Expense,Mitul
2024-02-25 00:00:00,Movie,Entertainment,1212.0,Income,Mitul
2024-02-25 00:00:00,Movie,Entertainment,3059.0,Income,Mitul
2024-02-25 00:00:00,Monthly bill,Bills,2128.0,Expense,Mitul
2024-02-25 00:00:00,Monthly bill,Bills,4757.0,Expense,Mitul
2024-02-25 00:00:00,Monthly bill,Bills,3718.0,Income,Mitul
2024-02-25 00:00:00,Monthly bill,Bills,2596.0,Expense,Mitul
2024-02-25 00:00:00,Online course,Education,1786.0,Expense,Mitul
2024-02-25 00:00:00,Snacks,Other,4214.0,Expense,Mitul
2024-02-25 00:00:00,Movie,Entertainment,971.0,Expense,Mitul
2024-02-25 00:00:00,Snacks,Other,1344.0,Expense,Mitul
2024-02-25 00:00:00,Maintenance,Other,3270.0,Expense,Mitul
2024-02-25 00:00:00,Online course,Education,2735.0,Expense,Mitul
2024-02-25 00:00:00,Insurance premium,Rent,340.0,Income,Mitul
2024-02-25 00:00:00,Online course,Education,3319.0,Expense,Mitul
2024-02-25 00:00:00,Monthly bill,Bills,337.0,Expense,Mitul
2024-02-25 00:00:00,Maintenance,Other,1357.0,Expense,Mitul
2024-02-25 00:00:00,Bought items,Other,4352.0,Expense,Mitul
2024-02-25 00:00:00,Monthly bill,Bills,180.0,Expense,Mitul
2024-02-25 00:00:00,Bought items,Other,2753.0,Expense,Mitul
2024-02-25 00:00:00,Movie,Entertainment,3556.0,Expense,Mitul
2024-02-25 00:00:00,Doctor visit,Healthcare,4016.0,Expense,Mitul
2024-02-25 00:00:00,Maintenance,Other,1879.0,Income,Mitul
2024-02-25 00:00:00,Online course,Education,4450.0,Expense,Mitul
2024-02-25 00:00:00,Bus fare,Transport,1490.0,Income,Mitul
2024-02-25 00:00:00,Bought items,Other,4756.0,Expense,Mitul
2024-02-25 00:00:00,Movie,Entertainment,944.0,Income,Mitul
2024-02-25 00:00:00,Doctor visit,Healthcare,2385.0,Expense,Mitul
2024-02-25 00:00:00,Bus fare,Transport,4467.0,Expense,Mitul
2024-02-25 00:00:00,Online course,Education,2301.0,Expense,Mitul
2024-02-25 00:00:00,Online course,Education,1176.0,Expense,Mitul
2024-02-25 00:00:00,Maintenance,Other,2785.0,Income,Mitul
2024-02-26 00:00:00,Bought items,Other,4572.0,Expense,Mitul
2024-02-26 00:00:00,Online course,Education,4745.0,Expense,Mitul
2024-02-26 00:00:00,New clothes,Shopping,1481.0,Expense,Mitul
2024-02-26 00:00:00,Online course,Education,1016.0,Expense,Mitul
2024-02-26 00:00:00,Monthly bill,Bills,1892.0,Expense,Mitul
2024-02-26 00:00:00,Bus fare,Transport,1816.0,Expense,Mitul
2024-02-26 00:00:00,Movie,Entertainment,3726.0,Expense,Mitul
2024-02-26 00:00:00,Monthly bill,Bills,1400.0,Expense,Mitul
2024-02-26 00:00:00,New clothes,Shopping,878.0,Income,Mitul
2024-02-26 00:00:00,Insurance premium,Rent,2151.0,Expense,Mitul
2024-02-26 00:00:00,New clothes,Shopping,1640.0,Expense,Mitul
2024-02-26 00:00:00,Monthly bill,Bills,3274.0,Expense,Mitul
2024-02-26 00:00:00,Online course,Education,1936.0,Expense,Mitul
